,main_headings,sub_headings_h2,sub_headings_h3,links,image_urls,facts,definitions,explanations,codes,table_data,list_items
10,['C# Math'],"['Math.Max(x,y)', 'Math.Min(x,y)', 'Math.Sqrt(x)', 'Math.Abs(x)', 'Math.Round()', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_operators.php', 'https://www.w3schools.com/cs/cs_strings.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_math_max', 'https://www.w3schools.com/cs/trycs.php?filename=demo_math_min', 'https://www.w3schools.com/cs/trycs.php?filename=demo_math_sqrt', 'https://www.w3schools.com/cs/trycs.php?filename=demo_math_abs', 'https://www.w3schools.com/cs/trycs.php?filename=demo_math_round', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_math1', 'https://www.w3schools.com/cs/cs_operators.php', 'https://www.w3schools.com/cs/cs_strings.php']",[],"['The Math.Max(x,y) method can be used to find the highest value of x andy:', 'Try it Yourself »', 'The Math.Min(x,y) method can be used to find the lowest value of of x and y:', 'Try it Yourself »', 'The Math.Sqrt(x) method returns the square root of x:', 'Try it Yourself »', 'The Math.Abs(x) method returns the absolute (positive) value of x:', 'Try it Yourself »', 'Math.Round() rounds a number to the nearest whole number:', 'Try it Yourself »', 'Use the correct method to print the highest value of x and y.', 'Start the Exercise']",['The C# Math class has many methods that allows you to perform mathematical tasks on numbers.'],[],[],[],[]
11,['C# Strings'],"['C# Strings', 'String Length', 'Other Methods', 'String Concatenation', 'String Interpolation', 'Access Strings', 'Special Characters', 'Adding Numbers and Strings', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_math.php', 'https://www.w3schools.com/cs/cs_booleans.php', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_length', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_toupper', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_conc', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_concat', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_inter', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_access', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_access2', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_indexof', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_substring', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_double_quote', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_single_quote', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_backslash', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_newline', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_tab', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_b', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_num1', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_strings_num2', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_strings1', 'https://www.w3schools.com/cs/cs_math.php', 'https://www.w3schools.com/cs/cs_booleans.php']",[],"['Strings are used for storing text.', 'Create a variable of type string and assign it a value:', 'Run example »', 'Run example »', 'Run example »', 'Run example »', 'You can also use the string.Concat() method to concatenate two strings:', 'Run example »', 'Run example »', 'String interpolation was introduced in C# version 6.', 'This example prints the first character in myString:', 'Run example »', 'This example prints the second character (1) in myString:', 'Run example »', 'Run example »', 'Run example »', 'The solution to avoid this problem, is to use the backslash escape character.', 'Try it Yourself »', 'Try it Yourself »', 'Try it Yourself »', 'Other useful escape characters in C# are:', 'C# uses the + operator for both addition and concatenation.', 'Remember: Numbers are added. Strings are concatenated.', 'If you add two numbers, the result will be a number:', 'Run example »', 'If you add two strings, the result will be a string concatenation:', 'Run example »', 'Start the Exercise']","['A string variable contains a collection of characters surrounded by double quotes:', 'The + operator can be used between strings to combine them. This is called concatenation:', 'Note that we have added a space after ""John"" to create a space between firstName and lastName on print.', 'Also note that you have to use the dollar sign ($) when using the string interpolation method.', 'You can access the characters in a string by referring to its index number inside square brackets [].', 'Note: String indexes start with 0: [0] is the first character. [1] is the second character, etc.', 'You can also find the index position of a specific character in a string, by using the IndexOf() method:', 'Because strings must be written within quotes, C# will misunderstand this string, and generate an error:', 'The backslash (\\) escape character turns special characters into string characters:', 'Fill in the missing part to create a greeting variable of type string and assign it the value Hello.']","['A string in C# is actually an object, which contain properties and methods that can perform certain operations on strings. For example, the length of a string can be found with the Length property:', 'There are many string methods available, for example ToUpper() and ToLower(), which returns a copy of the string converted to uppercase or lowercase:', 'Another option of string concatenation, is string interpolation, which substitutes values of variables into placeholders in a string. Note that you do not have to worry about spaces, like with concatenation:', 'Another useful method is Substring(), which extracts the characters from a string, starting from the specified character position/index, and returns a new string. This method is often used together with IndexOf() to get the specific character position:', 'The sequence \\""\xa0 inserts a double quote in a string:Examplestring txt = ""We are the so-called \\""Vikings\\"" from the north."";Try it Yourself »The sequence \\\'\xa0 inserts a single quote in a string:Examplestring txt = ""It\\\'s alright."";Try it Yourself »The sequence \\\\\xa0 inserts a single backslash in a string:Examplestring txt = ""The character \\\\ is called backslash."";Try it Yourself »Other useful escape characters in C# are:CodeResultTry it\\nNew LineTry it »\\tTabTry it »\\bBackspaceTry it »Adding Numbers and StringsWARNING!C# uses the + operator for both addition and concatenation.Remember: Numbers are added. Strings are concatenated.If you add two numbers, the result will be a number:Exampleint x = 10;int y = 20;int z = x + y;\xa0\xa0// z will be 30 (an integer/number)Run example »If you add two strings, the result will be a string concatenation:Examplestring x = ""10"";string y = ""20"";string z = x + y;\xa0 // z will be 1020 (a string)Run example »C# ExercisesTest Yourself With ExercisesExercise:Fill in the missing part to create a greeting variable of type string and assign it the value Hello.  = ;Submit Answer »Start the Exercise❮ PreviousNext ❯', 'Examplestring txt = ""We are the so-called \\""Vikings\\"" from the north."";Try it Yourself »The sequence \\\'\xa0 inserts a single quote in a string:Examplestring txt = ""It\\\'s alright."";Try it Yourself »The sequence \\\\\xa0 inserts a single backslash in a string:Examplestring txt = ""The character \\\\ is called backslash."";Try it Yourself »Other useful escape characters in C# are:CodeResultTry it\\nNew LineTry it »\\tTabTry it »\\bBackspaceTry it »Adding Numbers and StringsWARNING!C# uses the + operator for both addition and concatenation.Remember: Numbers are added. Strings are concatenated.If you add two numbers, the result will be a number:Exampleint x = 10;int y = 20;int z = x + y;\xa0\xa0// z will be 30 (an integer/number)Run example »If you add two strings, the result will be a string concatenation:Examplestring x = ""10"";string y = ""20"";string z = x + y;\xa0 // z will be 1020 (a string)Run example »C# ExercisesTest Yourself With ExercisesExercise:Fill in the missing part to create a greeting variable of type string and assign it the value Hello.  = ;Submit Answer »Start the Exercise❮ PreviousNext ❯', 'The sequence \\\'\xa0 inserts a single quote in a string:Examplestring txt = ""It\\\'s alright."";Try it Yourself »The sequence \\\\\xa0 inserts a single backslash in a string:Examplestring txt = ""The character \\\\ is called backslash."";Try it Yourself »Other useful escape characters in C# are:CodeResultTry it\\nNew LineTry it »\\tTabTry it »\\bBackspaceTry it »Adding Numbers and StringsWARNING!C# uses the + operator for both addition and concatenation.Remember: Numbers are added. Strings are concatenated.If you add two numbers, the result will be a number:Exampleint x = 10;int y = 20;int z = x + y;\xa0\xa0// z will be 30 (an integer/number)Run example »If you add two strings, the result will be a string concatenation:Examplestring x = ""10"";string y = ""20"";string z = x + y;\xa0 // z will be 1020 (a string)Run example »C# ExercisesTest Yourself With ExercisesExercise:Fill in the missing part to create a greeting variable of type string and assign it the value Hello.  = ;Submit Answer »Start the Exercise❮ PreviousNext ❯', 'Examplestring txt = ""It\\\'s alright."";Try it Yourself »The sequence \\\\\xa0 inserts a single backslash in a string:Examplestring txt = ""The character \\\\ is called backslash."";Try it Yourself »Other useful escape characters in C# are:CodeResultTry it\\nNew LineTry it »\\tTabTry it »\\bBackspaceTry it »Adding Numbers and StringsWARNING!C# uses the + operator for both addition and concatenation.Remember: Numbers are added. Strings are concatenated.If you add two numbers, the result will be a number:Exampleint x = 10;int y = 20;int z = x + y;\xa0\xa0// z will be 30 (an integer/number)Run example »If you add two strings, the result will be a string concatenation:Examplestring x = ""10"";string y = ""20"";string z = x + y;\xa0 // z will be 1020 (a string)Run example »C# ExercisesTest Yourself With ExercisesExercise:Fill in the missing part to create a greeting variable of type string and assign it the value Hello.  = ;Submit Answer »Start the Exercise❮ PreviousNext ❯', 'The sequence \\\\\xa0 inserts a single backslash in a string:Examplestring txt = ""The character \\\\ is called backslash."";Try it Yourself »Other useful escape characters in C# are:CodeResultTry it\\nNew LineTry it »\\tTabTry it »\\bBackspaceTry it »Adding Numbers and StringsWARNING!C# uses the + operator for both addition and concatenation.Remember: Numbers are added. Strings are concatenated.If you add two numbers, the result will be a number:Exampleint x = 10;int y = 20;int z = x + y;\xa0\xa0// z will be 30 (an integer/number)Run example »If you add two strings, the result will be a string concatenation:Examplestring x = ""10"";string y = ""20"";string z = x + y;\xa0 // z will be 1020 (a string)Run example »C# ExercisesTest Yourself With ExercisesExercise:Fill in the missing part to create a greeting variable of type string and assign it the value Hello.  = ;Submit Answer »Start the Exercise❮ PreviousNext ❯', 'Examplestring txt = ""The character \\\\ is called backslash."";Try it Yourself »Other useful escape characters in C# are:CodeResultTry it\\nNew LineTry it »\\tTabTry it »\\bBackspaceTry it »Adding Numbers and StringsWARNING!C# uses the + operator for both addition and concatenation.Remember: Numbers are added. Strings are concatenated.If you add two numbers, the result will be a number:Exampleint x = 10;int y = 20;int z = x + y;\xa0\xa0// z will be 30 (an integer/number)Run example »If you add two strings, the result will be a string concatenation:Examplestring x = ""10"";string y = ""20"";string z = x + y;\xa0 // z will be 1020 (a string)Run example »C# ExercisesTest Yourself With ExercisesExercise:Fill in the missing part to create a greeting variable of type string and assign it the value Hello.  = ;Submit Answer »Start the Exercise❮ PreviousNext ❯']",[],"['Escape character|||Result|||Description&&&\\\'|||\'|||Single quote&&&\\""|||""|||Double quote&&&\\\\|||\\|||Backslash', 'Code|||Result|||Try it&&&\\n|||New Line|||Try it »&&&\\t|||Tab|||Try it »&&&\\b|||Backspace|||Try it »']",[]
12,['C# Booleans'],"['C# Booleans', 'Boolean Values', 'Boolean Expression', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_strings.php', 'https://www.w3schools.com/cs/cs_conditions.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_type_bool', 'https://www.w3schools.com/cs/trycs.php?filename=demo_booleans1', 'https://www.w3schools.com/cs/trycs.php?filename=demo_booleans2', 'https://www.w3schools.com/cs/trycs.php?filename=demo_booleans3', 'https://www.w3schools.com/cs/trycs.php?filename=demo_booleans4', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_booleans1', 'https://www.w3schools.com/cs/cs_strings.php', 'https://www.w3schools.com/cs/cs_conditions.php']",[],"['For this, C# has a bool data type, which can take the values true or false.', 'Try it Yourself »', 'Try it Yourself »', 'Or even easier:', 'Try it Yourself »', 'Try it Yourself »', 'Try it Yourself »', 'You will learn more about conditions in the next chapter.', 'Fill in the missing parts to print the values True and False:', 'Start the Exercise']","['Very often, in programming, you will need a data type that can only have one of two values, like:', 'A boolean type is declared with the bool keyword and can only take the values true or false:', 'However, it is more common to return boolean values from boolean expressions, for conditional testing(see below).', 'A Boolean expression is a C# expression that returns a Boolean value: True or False.', 'In the examples below, we use the equal to (==) operator to evaluate an expression:', 'The boolean value of an expression is the basis for all C# comparisons and conditions.']","['You can use a comparison operator, such as the greater than (>) operator to find out if an expression (or a variable) is true:']",[],[],['YES / NO|||ON / OFF|||TRUE / FALSE|||']
13,['C# If ... Else'],"['C# Conditions and If Statements', 'The if Statement', 'The else Statement', 'The else if Statement', 'Short Hand If...Else (Ternary Operator)', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Syntax', 'Example', 'Example', 'Syntax', 'Example', 'Syntax', 'Example', 'Syntax', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_booleans.php', 'https://www.w3schools.com/cs/cs_switch.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_if', 'https://www.w3schools.com/cs/trycs.php?filename=demo_if2', 'https://www.w3schools.com/cs/trycs.php?filename=demo_if_else', 'https://www.w3schools.com/cs/trycs.php?filename=demo_if_else_if', 'https://www.w3schools.com/cs/trycs.php?filename=demo_if_else', 'https://www.w3schools.com/cs/trycs.php?filename=demo_if_ternary', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_conditions1', 'https://www.w3schools.com/cs/cs_booleans.php', 'https://www.w3schools.com/cs/cs_switch.php']",[],"['C# supports the usual logical conditions from mathematics:', 'C# has the following conditional statements:', 'Try it Yourself »', 'We can also test variables:', 'Try it Yourself »', 'Try it Yourself »', 'Try it Yourself »', 'However, if the time was 14, our program would print ""Good day.""', 'Instead of writing:', 'Try it Yourself »', 'You can simply write:', 'Try it Yourself »', 'Print ""Hello World"" if x is greater than y.', 'Start the Exercise']","['You can use these conditions to perform different actions for different decisions.', 'Use the if statement to specify a block of C# code to be executed if a condition is True.', 'Note that if is in lowercase letters. Uppercase letters (If or IF) will generate an error.', 'Use the else statement to specify a block of code to be executed if the condition is False.', 'Use the else if statement to specify a new condition if the first condition is False.']","['In the example below, we test two values to find out if 20 is greater than 18. If the condition is True, print some text:', 'In the example above we use two variables, x and y, to test whether x is greater than y (using the > operator). As x is 20, and y is 18, and we know that 20 is greater than 18, we print to the screen that ""x is greater than y"".', 'In the example above, time (20) is greater than 18, so the condition is False. Because of this, we move on to the else condition and print to the screen ""Good evening"". If the time was less than 18, the program would print ""Good day"".', 'In the example above, time (22) is greater than 10, so the first condition is False. The next condition, in the  else if statement, is also False, so we move on to the elsecondition since condition1 and condition2 is both False - and print to the screen ""Good evening"".', 'There is also a short-hand if else, which is known as the ternary operator because it consists of three operands. It can be used to replace multiple lines of code with a single line. It is often used to replace simple if else statements:']",[],[],"['Less than: a < b|||Less than or equal to: a <= b|||Greater than: a > b|||Greater than or equal to: a >= b|||Equal to a == b|||Not Equal to: a != b|||Use if to specify a block of code to be executed, if a specified condition is true|||Use else to specify a block of code to be executed, if the same condition is false|||Use else if to specify a new condition to test, if the first condition is false|||Use switch to specify many alternative blocks of code to be executed|||']"
14,['C# Switch'],"['C# Switch Statements', 'The break Keyword', 'The default Keyword', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Syntax', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_conditions.php', 'https://www.w3schools.com/cs/cs_while_loop.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_switch', 'https://www.w3schools.com/cs/trycs.php?filename=demo_switch_default', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_switch1', 'https://www.w3schools.com/cs/cs_conditions.php', 'https://www.w3schools.com/cs/cs_while_loop.php']",[],"['Use the switch statement to select one of many code blocks to be executed.', 'This is how it works:', 'The example below uses the weekday number to calculate the weekday name:', 'Try it Yourself »', 'When C# reaches a break keyword, it breaks out of the switch block.', 'This will stop the execution of more code and case testing inside the block.', 'Try it Yourself »', 'Insert the missing parts to complete the following switch statement.', 'Start the Exercise']","[""When a match is found, and the job is done, it's time for a break. There is no need for more testing."", 'The default keyword is optional and specifies some code to run if there is no case match:']","['A break can save a lot of execution time because it ""ignores"" the execution of all the rest of the code in the switch block.']",[],[],"['The switch expression is evaluated once|||The value of the expression is compared with the values of each case|||If there is a match, the associated block of code is executed|||The break and default keywords will be described later in this chapter|||']"
15,['C# While Loop'],"['Loops', 'C# While Loop', 'The Do/While Loop', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Syntax', 'Example', 'Syntax', 'Example']","['https://www.w3schools.com/cs/cs_switch.php', 'https://www.w3schools.com/cs/cs_for_loop.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_while_loop', 'https://www.w3schools.com/cs/trycs.php?filename=demo_do_while_loop', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_while_loop1', 'https://www.w3schools.com/cs/cs_switch.php', 'https://www.w3schools.com/cs/cs_for_loop.php']",[],"['Loops can execute a block of code as long as a specified condition is reached.', 'Try it Yourself »', 'Try it Yourself »', 'Print i as long as i is less than 6.', 'Start the Exercise']","['Loops are handy because they save time, reduce errors, and they make code more readable.', 'The while loop loops through a block of code as long as a specified condition is True:', 'In the example below, the code in the loop will run, over and over again, as long as a variable (i) is less than 5:', 'Note: Do not forget to increase the variable used in the condition, otherwise the loop will never end!', 'Do not forget to increase the variable used in the condition, otherwise the loop will never end!']","['The do/while loop is a variant of the while loop. This loop will execute the code block once, before checking if the condition is true, then it willrepeat the loop as long as the condition is true.', 'The example below uses a do/while loop. The loop will always be executed at least once, even if the condition is false, because the code block is executed before the condition is tested:']",[],[],[]
16,['C# For Loop'],"['C# For Loop', 'Another Example', 'The foreach Loop', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Syntax', 'Example', 'Example', 'Syntax', 'Example']","['https://www.w3schools.com/cs/cs_while_loop.php', 'https://www.w3schools.com/cs/cs_break.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_for_loop', 'https://www.w3schools.com/cs/trycs.php?filename=demo_for_loop_even', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_for_each', 'https://www.w3schools.com/cs/cs_arrays.asp', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_while_loop3', 'https://www.w3schools.com/cs/cs_while_loop.php', 'https://www.w3schools.com/cs/cs_break.php']",[],"['Statement 1 is executed (one time) before the execution of the code block.', 'Statement 2 defines the condition for executing the code block.', 'Statement 3 is executed (every time) after the code block has been executed.', 'The example below will print the numbers 0 to 4:', 'Try it Yourself »', 'Statement 1 sets a variable before the loop starts (int i = 0).', 'This example will only print even values between 0 and 10:', 'Try it Yourself »', 'Try it Yourself »', 'Use a for loop to print ""Yes"" 5 times:', 'Start the Exercise']","['Statement 3 increases a value (i++) each time the code block in the loop has been executed.', 'There is also a foreach loop, which is used exclusively to loop through elements in an array:', 'The following example outputs all elements in the cars array, using a foreach loop:', ""Note: Don't worry if you don't understand the example above. You will learn more about Arrays in the C# Arrays chapter.""]","['When you know exactly how many times you want to loop through a block of code, use the for loop instead of a while loop:', 'Statement 2 defines the condition for the loop to run (i must be less than 5). If the condition is true, the loop will start over again, if it is false, the loop will end.']",[],[],[]
17,['C# Break and Continue'],"['C# Break', 'C# Continue', 'Break and Continue in While Loop']","['Example', 'Example', 'Break Example', 'Continue Example']","['https://www.w3schools.com/cs/cs_for_loop.php', 'https://www.w3schools.com/cs/cs_arrays.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_break', 'https://www.w3schools.com/cs/trycs.php?filename=demo_continue', 'https://www.w3schools.com/cs/trycs.php?filename=demo_break_while', 'https://www.w3schools.com/cs/trycs.php?filename=demo_continue_while', 'https://www.w3schools.com/cs/cs_for_loop.php', 'https://www.w3schools.com/cs/cs_arrays.php']",[],"['The break statement can also be used to jump out of a loop.', 'This example jumps out of the loop when i is equal to 4:', 'Try it Yourself »', 'This example skips the value of 4:', 'Try it Yourself »', 'You can also use break and continue in while loops:', 'Try it Yourself »', 'Try it Yourself »']",[],"['You have already seen the break statement used in an earlier chapter of this tutorial. It was used to ""jump out"" of a switch statement.', 'The continue statement breaks one iteration (in the loop), if a specified condition occurs, and continues with the next iteration in the loop.']",[],[],[]
18,['C# Arrays'],"['Create an Array', 'Access the Elements of an Array', 'Change an Array Element', 'Array Length', 'Loop Through an Array', 'The foreach Loop', 'Sort Arrays', 'System.Linq Namespace', 'Other Ways to Create an Array', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Example', 'Example', 'Example', 'Example', 'Example', 'Syntax', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_break.php', 'https://www.w3schools.com/cs/cs_methods.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_change', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_length', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_loop', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_for_each', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_sort', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_linq', 'https://www.w3schools.com/cs/trycs.php?filename=demo_array_init', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_arrays1', 'https://www.w3schools.com/cs/cs_break.php', 'https://www.w3schools.com/cs/cs_methods.php']",[],"['To declare an array, define the variable type with square brackets:', 'We have now declared a variable that holds an array of strings.', 'To create an array of integers, you could write:', 'You access an array element by referring to the index number.', 'This statement accesses the value of the first element in cars:', 'Try it Yourself »', 'To change the value of a specific element, refer to the index number:', 'Try it Yourself »', 'To find out how many elements an array has, use the Length property:', 'Try it Yourself »', 'The following example outputs all elements in the cars array:', 'Try it Yourself »', 'Try it Yourself »', 'Try it Yourself »', 'Try it Yourself »', 'You will learn more about other namespaces in a later chapter.', 'Try it Yourself »', 'Create an array of type string called cars.', 'Start the Exercise']","['Arrays are used to store multiple values in a single variable, instead of declaring separate variables for each value.', 'To insert values to it, we can use an array literal - place the values in a comma-separated list, inside curly braces:', 'Note: Array indexes start with 0: [0] is the first element. [1] is the second element, etc.', 'There is also a foreach loop, which is used exclusively to loop through elements in an array:', 'The following example outputs all elements in the cars array, using a foreach loop:', 'Other useful array methods, such as Min, Max, and Sum, can be found in the System.Linq namespace:', 'However, you should note that if you declare an array and initialize it later, you have to use the new keyword:']","['You can loop through the array elements with the for loop, and use the Length property to specify how many times the loop should run.', 'The example above can be read like this: for eachstring element (called i - as in index) in cars, print out the value of i.', 'If you compare the for loop and foreach loop, you will see that the foreach method is easier to write, it does not require a counter (using the Length property), and it is more readable.', 'There are many array methods available, for example Sort(), which sorts an array alphabetically or in an ascending order:', 'If you are familiar with C#, you might have seen arrays created with the new keyword, and perhaps you have seen arrays with a specified size as well. In C#, there are different ways to create an array:', 'It is up to you which option you choose. In our tutorial, we will often use the last option, as it is faster and easier to read.']",[],[],[]
19,['C# Methods'],"['Create a Method', 'Call a Method', 'C# Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_arrays.php', 'https://www.w3schools.com/cs/cs_method_parameters.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_multiple', 'https://www.w3schools.com/cs/exercise.php?filename=exercise_methods1', 'https://www.w3schools.com/cs/cs_arrays.php', 'https://www.w3schools.com/cs/cs_method_parameters.php']",[],"['A method is a block of code which only runs when it is called.', 'You can pass data, known as parameters, into a method.', 'Why use methods? To reuse code: define the code once, and use it many times.', 'Create a method inside the Program class:', 'Inside Main(), call the myMethod() method:', 'Try it Yourself »', 'A method can be called multiple times:', 'Try it Yourself »', 'Create a method named MyMethod and call it inside Main().', 'Start the Exercise']","['Methods are used to perform certain actions, and they are also known as functions.', ""To call (execute) a method, write the method's name followed by two parentheses () and a semicolon;"", 'In the following example, MyMethod() is used to print a text (the action), when it is called:']","['A method is defined with the name of the method, followed by parentheses (). C# provides some pre-defined methods, which you already are familiar with, such as Main(), but you can also create your own methods to perform certain actions:', 'Note: In C#, it is good practice to start with an uppercase letter when naming methods, as it makes the code easier to read.']",[],[],['MyMethod() is the name of the method|||static means that the method belongs to the Program class and not an object of the Program class. You will learn more about objects and how to access methods through objects later in this tutorial.|||void means that this method does not have a |||return value. You will learn more about return values later in this chapter|||']
20,['C# Method Parameters'],"['Parameters and Arguments', 'Default Parameter Value', 'Multiple Parameters', 'Return Values', 'Named Arguments']","['Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_methods.php', 'https://www.w3schools.com/cs/cs_method_overloading.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_param', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_param_default', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_param2', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_return', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_return2', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_return3', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_param_named', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_param_named2', 'https://www.w3schools.com/cs/cs_methods.php', 'https://www.w3schools.com/cs/cs_method_overloading.php']",[],"['Try it Yourself »', 'Try it Yourself »', 'You can have as many parameters as you like:', 'Try it Yourself »', 'Try it Yourself »', ""This example returns the sum of a method's two parameters:"", 'Try it Yourself »', 'Try it Yourself »', 'It is also possible to send arguments with the key: value syntax.', 'That way, the order of the arguments does not matter:', 'Try it Yourself »', 'Try it Yourself »']","['Information can be passed to methods as parameter. Parameters act as variables inside the method.', 'You can also store the result in a variable (recommended, as it is easier to read and maintain):']","['They are specified after the method name, inside the parentheses.You can add as many parameters as you want, just separate them with a comma.', 'The following example has a method that takes a string called fname as parameter.When the method is called, we pass along a first name,which is used inside the method to print the full name:', 'When a parameter is passed to the method, it is called an argument. So, from the example above: fname is a parameter, while Liam, Jenny and Anja are arguments.', 'You can also use a default parameter value, by using the equals sign (=).If we call the method without an argument, it uses the default value (""Norway""):', 'A parameter with a default value, is often known as an ""optional parameter"". From the example above, country is an optional parameter and ""Norway"" is the default value.', 'Note that when you are working with multiple parameters, the method call must have the same number of arguments as there are parameters, and the arguments must be passed in the same order.', 'The void keyword, used in the examples above, indicates that the method should not return a value. If you want the method to return a value, you can use a primitive data type (such as int or double) instead of void, and use the return keyword inside the method:', 'Named arguments are especially useful when you have multiple parameters with default values, and you only want to specify one of them when you call it:']",[],[],[]
21,['C# Method Overloading'],['Method Overloading'],"['Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_method_parameters.php', 'https://www.w3schools.com/cs/cs_oop.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_overloading', 'https://www.w3schools.com/cs/trycs.php?filename=demo_method_overloading2', 'https://www.w3schools.com/cs/cs_method_parameters.php', 'https://www.w3schools.com/cs/cs_oop.php']",[],"['Try it Yourself »', 'Try it Yourself »']","['With method overloading, multiple methods can have the same name with differentparameters:', 'Consider the following example, which have two methods that add numbers of different type:', 'Instead of defining two methods that should do the same thing, it is better to overload one. ', 'In the example below, we overload the PlusMethod method to work for both int and double:', 'Note: Multiple methods can have the same name   as long as the number and/or type of parameters are different.']",[],[],[],[]
