,main_headings,sub_headings_h2,sub_headings_h3,links,image_urls,facts,definitions,explanations,codes,table_data,list_items
10,['Go Output Functions'],"['The Print() Function', 'The Println() Function', 'The Printf() Function']","['Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/go/go_constants.php', 'https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_output1', 'https://www.w3schools.com/go/trygo.php?filename=demo_output2', 'https://www.w3schools.com/go/trygo.php?filename=demo_output3', 'https://www.w3schools.com/go/trygo.php?filename=demo_output4', 'https://www.w3schools.com/go/trygo.php?filename=demo_output7', 'https://www.w3schools.com/go/trygo.php?filename=demo_output5', 'https://www.w3schools.com/go/trygo.php?filename=demo_output6', 'https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/go_constants.php', 'https://www.w3schools.com/go/go_formatting_verbs.php']",[],"['Go has three functions to output text:', 'The Print() function prints its arguments with their default format.', 'Print the values of i and j:', 'If we want to print the arguments in new lines, we need to use \\n. ', 'Tip: \\n creates new lines.', 'It is also possible to only use one Print() for printing multiple variables. ', 'If we want to add a space between string arguments, we need to use "" "": ', ' Print() inserts a space between the arguments if neither   are strings:', 'Here we will use two formatting verbs:', 'Tip: Look at all the formatting verbs in theGo Formatting Verbs chapter. ']",['The Printf() function first formats its argument based on the given formatting verb and then prints them.'],"['The Println() function is similar to Print() with the difference that a whitespace is added between the arguments, and a newline is added at the end:']","['\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i)\n      \xa0\xa0fmt.Print(j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i, ""\\n"")\n      \xa0\xa0fmt.Print(j, ""\\n"") \n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i, ""\\n"",j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i, "" "", j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j = 10,20\n\n      \xa0\xa0fmt.Print(i,j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Println(i,j)\n      }\n    ', '\n    package main \n    import (""fmt"")\n    func main() {\xa0 var i string = ""Hello""\xa0 var j int = 15\n\xa0 fmt.Printf(""i has value: %v and type: %T\\n"", i, i)\xa0 \n    fmt.Printf(""j has value: %v and type: %T"", j, j) }\n  ']",[],['Print()|||Println()|||Printf()|||%v is used to print the value |||  of the arguments|||%T is used to print the type |||  of the arguments|||']
11,['Go Output Functions'],"['The Print() Function', 'The Println() Function', 'The Printf() Function']","['Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/go/go_constants.php', 'https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_output1', 'https://www.w3schools.com/go/trygo.php?filename=demo_output2', 'https://www.w3schools.com/go/trygo.php?filename=demo_output3', 'https://www.w3schools.com/go/trygo.php?filename=demo_output4', 'https://www.w3schools.com/go/trygo.php?filename=demo_output7', 'https://www.w3schools.com/go/trygo.php?filename=demo_output5', 'https://www.w3schools.com/go/trygo.php?filename=demo_output6', 'https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/go_constants.php', 'https://www.w3schools.com/go/go_formatting_verbs.php']",[],"['Go has three functions to output text:', 'The Print() function prints its arguments with their default format.', 'Print the values of i and j:', 'If we want to print the arguments in new lines, we need to use \\n. ', 'Tip: \\n creates new lines.', 'It is also possible to only use one Print() for printing multiple variables. ', 'If we want to add a space between string arguments, we need to use "" "": ', ' Print() inserts a space between the arguments if neither   are strings:', 'Here we will use two formatting verbs:', 'Tip: Look at all the formatting verbs in theGo Formatting Verbs chapter. ']",['The Printf() function first formats its argument based on the given formatting verb and then prints them.'],"['The Println() function is similar to Print() with the difference that a whitespace is added between the arguments, and a newline is added at the end:']","['\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i)\n      \xa0\xa0fmt.Print(j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i, ""\\n"")\n      \xa0\xa0fmt.Print(j, ""\\n"") \n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i, ""\\n"",j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Print(i, "" "", j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j = 10,20\n\n      \xa0\xa0fmt.Print(i,j)\n      }\n    ', '\n      package main\n      import (""fmt"")\n\n      func main() {\n      \xa0\xa0var i,j string = ""Hello"",""World""\n\n      \xa0\xa0fmt.Println(i,j)\n      }\n    ', '\n    package main \n    import (""fmt"")\n    func main() {\xa0 var i string = ""Hello""\xa0 var j int = 15\n\xa0 fmt.Printf(""i has value: %v and type: %T\\n"", i, i)\xa0 \n    fmt.Printf(""j has value: %v and type: %T"", j, j) }\n  ']",[],['Print()|||Println()|||Printf()|||%v is used to print the value |||  of the arguments|||%T is used to print the type |||  of the arguments|||']
12,['Go Formatting Verbs'],"['Formatting Verbs for Printf()', 'General Formatting Verbs ', 'Integer Formatting Verbs', 'String Formatting Verbs', 'Boolean Formatting Verbs ', 'Float Formatting Verbs']","['Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/go/go_output.php', 'https://www.w3schools.com/go/go_data_types.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_formatting1', 'https://www.w3schools.com/go/trygo.php?filename=demo_formatting3', 'https://www.w3schools.com/go/trygo.php?filename=demo_formatting5', 'https://www.w3schools.com/go/trygo.php?filename=demo_formatting2', 'https://www.w3schools.com/go/trygo.php?filename=demo_formatting4', 'https://www.w3schools.com/go/go_output.php', 'https://www.w3schools.com/go/go_data_types.php']",[],"['The following verbs can be used with all data types:', 'The following verbs can be used with the integer data type:', 'The following verbs can be used with the string data type:', 'The following verb can be used with the boolean data type:', 'The following verbs can be used with the float data type:']",['Go offers several formatting verbs that can be used with the  Printf() function.'],[],"['\n    package mainimport (""fmt"")func main() {\xa0 var i = 15.5\xa0 \n    var txt = ""Hello World!""\xa0 fmt.Printf(""%v\\n"", i)\xa0 \n    fmt.Printf(""%#v\\n"", i)\xa0 fmt.Printf(""%v%%\\n"", i) \xa0 \n    fmt.Printf(""%T\\n"", i)\xa0 fmt.Printf(""%v\\n"", txt)\xa0 \n    fmt.Printf(""%#v\\n"", txt)\xa0 fmt.Printf(""%T\\n"", txt) }\n  ', '\n    package main\n    import (""fmt"")\nfunc main() {\n    \xa0 var i = 15\n    \xa0 \xa0 fmt.Printf(""%b\\n"", i)\xa0 fmt.Printf(""%d\\n"", i)\n    \xa0 fmt.Printf(""%+d\\n"", i)\xa0 fmt.Printf(""%o\\n"", i)\n    \xa0 fmt.Printf(""%O\\n"", i)\xa0 fmt.Printf(""%x\\n"", i)\n    \xa0 fmt.Printf(""%X\\n"", i)\xa0 fmt.Printf(""%#x\\n"", i)\xa0 fmt.Printf(""%4d\\n"", i)\xa0 fmt.Printf(""%-4d\\n"", i)\xa0 fmt.Printf(""%04d\\n"", i)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 var txt = ""Hello""\n    \xa0 \xa0 fmt.Printf(""%s\\n"", txt)\n    \xa0 fmt.Printf(""%q\\n"", txt)\xa0 fmt.Printf(""%8s\\n"", txt)\n    \xa0 fmt.Printf(""%-8s\\n"", txt)\n    \xa0 fmt.Printf(""%x\\n"", txt)\n    \xa0 fmt.Printf(""% x\\n"", txt)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 var i = true\xa0 var j = false\n    \xa0 fmt.Printf(""%t\\n"", i)\xa0 fmt.Printf(""%t\\n"", j)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 var i = 3.141\n\xa0 fmt.Printf(""%e\\n"", i)\n    \xa0 fmt.Printf(""%f\\n"", i)\n    \xa0 fmt.Printf(""%.2f\\n"", i)\n    \xa0 fmt.Printf(""%6.2f\\n"", i)\n    \xa0 fmt.Printf(""%g\\n"", i)\n    }\n  ']","['Verb|||Description&&&%v|||Prints the value in the default format&&&%#v|||Prints the value in Go-syntax format&&&%T|||Prints the type of the value&&&%%|||Prints the % sign', 'Verb|||Description&&&%b|||Base 2&&&%d|||Base 10&&&%+d|||Base 10 and always show sign&&&%o|||Base 8&&&%O|||Base 8, with leading 0o&&&%x|||Base 16, lowercase&&&%X|||Base 16, uppercase&&&%#x|||Base 16, with leading 0x&&&%4d|||Pad with spaces (width 4, right justified)&&&%-4d|||Pad with spaces (width 4, left justified)&&&%04d|||Pad with zeroes (width 4', 'Verb|||Description&&&%s|||Prints the value as plain string&&&%q|||Prints the value as a double-quoted string&&&%8s|||Prints the value as plain string (width 8, right justified)&&&%-8s|||Prints the value as plain string (width 8, left justified)&&&%x|||Prints the value as hex dump of byte values&&&% x|||Prints the value as hex dump with spaces', 'Verb|||Description&&&%t|||Value of the boolean operator in true or false format (same as using %v)', ""Verb|||Description&&&%e|||Scientific notation with 'e' as exponent&&&%f|||Decimal point, no exponent&&&%.2f|||Default width, precision 2&&&%6.2f|||Width 6, precision 2&&&%g|||Exponent as needed, only necessary digits""]",[]
13,['Go Data Types'],"['Go Data Types', 'Go Exercises', 'Test Yourself With Exercises', 'Exercise:']",['Example'],"['https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/go_boolean_data_type.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types1', 'https://www.w3schools.com/go/exercise.php?filename=exercise_data_types1', 'https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/go_boolean_data_type.php']",[],"['Go has three basic data types:', 'This example shows some of the different data types in Go:', 'Add the correct data type for the following variables:', 'Start the Exercise']","['Data type is an important concept in programming. Data type specifies the size and type of variable values.', 'Go is statically typed, meaning that once a variable type is defined, it can only store data of that type.']",[],"['\n    package main\n    import (""fmt"")\n\n    func main() { \xa0\xa0var a bool = true \xa0\xa0\xa0\xa0// Boolean\n    \xa0\xa0var b int = 5 \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0// Integer\n    \xa0\xa0var c float32 = 3.14 \xa0// Floating point number\n    \xa0\xa0var d string = ""Hi!""\xa0\xa0// String \n\n\n    \xa0\xa0fmt.Println(""Boolean: "", a)\n    \xa0\xa0fmt.Println(""Integer: "", b)\n    \xa0\xa0fmt.Println(""Float:   \xa0\xa0"", c)\n    \xa0\xa0fmt.Println(""String: \xa0"", d)\n    }\n']",[],"['bool: represents a boolean value and is either true or false|||Numeric: represents integer types, floating point values, |||  and complex types|||string: represents a string value|||']"
14,['Go Data Types'],"['Go Data Types', 'Go Exercises', 'Test Yourself With Exercises', 'Exercise:']",['Example'],"['https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/go_boolean_data_type.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types1', 'https://www.w3schools.com/go/exercise.php?filename=exercise_data_types1', 'https://www.w3schools.com/go/go_formatting_verbs.php', 'https://www.w3schools.com/go/go_boolean_data_type.php']",[],"['Go has three basic data types:', 'This example shows some of the different data types in Go:', 'Add the correct data type for the following variables:', 'Start the Exercise']","['Data type is an important concept in programming. Data type specifies the size and type of variable values.', 'Go is statically typed, meaning that once a variable type is defined, it can only store data of that type.']",[],"['\n    package main\n    import (""fmt"")\n\n    func main() { \xa0\xa0var a bool = true \xa0\xa0\xa0\xa0// Boolean\n    \xa0\xa0var b int = 5 \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0// Integer\n    \xa0\xa0var c float32 = 3.14 \xa0// Floating point number\n    \xa0\xa0var d string = ""Hi!""\xa0\xa0// String \n\n\n    \xa0\xa0fmt.Println(""Boolean: "", a)\n    \xa0\xa0fmt.Println(""Integer: "", b)\n    \xa0\xa0fmt.Println(""Float:   \xa0\xa0"", c)\n    \xa0\xa0fmt.Println(""String: \xa0"", d)\n    }\n']",[],"['bool: represents a boolean value and is either true or false|||Numeric: represents integer types, floating point values, |||  and complex types|||string: represents a string value|||']"
15,['Go Boolean Data Type'],['Boolean Data Type'],['Example'],"['https://www.w3schools.com/go/go_data_types.php', 'https://www.w3schools.com/go/go_integer_data_type.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_boolean1', 'https://www.w3schools.com/go/go_conditions.php', 'https://www.w3schools.com/go/go_data_types.php', 'https://www.w3schools.com/go/go_integer_data_type.php']",[],"['The default value of a boolean data type is false.', 'This example shows some different ways to declare Boolean variables:']",['A boolean data type is declared with the bool keyword and can only take the values true or false.'],['Note: Boolean values are mostly used for conditional testing which you will learn   more about in the Go Conditions chapter.'],"['\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0var b1 bool = true // typed declaration with initial value\n    \xa0\xa0var b2 = true // untyped declaration with initial value\n    \xa0\xa0var b3 bool // typed declaration without initial value \n    \xa0\xa0b4 := true // untyped declaration with initial value\n  \n    \xa0\xa0fmt.Println(b1) // Returns true \n    \xa0\xa0fmt.Println(b2) // Returns true\n    \xa0\xa0fmt.Println(b3) // Returns false\n    \xa0\xa0fmt.Println(b4) // Returns true\n    }\n  ']",[],[]
16,['Go Integer Data Types'],"['Go Integer Data Types', 'Signed Integers', 'Unsigned Integers', 'Which Integer Type to Use?']","['Example', 'Example', 'Example']","['https://www.w3schools.com/go/go_boolean_data_type.php', 'https://www.w3schools.com/go/go_float_data_type.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_integer2', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_integer1', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_integer3', 'https://www.w3schools.com/go/go_boolean_data_type.php', 'https://www.w3schools.com/go/go_float_data_type.php']",[],"['The integer data type has two categories:', 'Go has five keywords/types of signed integers:', 'Go has five keywords/types of unsigned integers:', 'The type of integer to choose, depends on the value the variable has to store.']","['Integer data types are used to store a whole number without decimals, like 35, -50, or 1345000.', 'Tip: The default type for integer is int. If you do not specify a type, the type will be int.', 'Signed integers, declared with one of the int keywords, can store both positive and negative values:', 'Unsigned integers, declared with one of the uint keywords, can only store non-negative values:', 'This example will result in an error because 1000 is out of range for     int8 (which is from -128 to 127):']",[],"['\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0var x int = 500\xa0 var y int = -4500\n    \xa0\xa0fmt.Printf(""Type: %T, value: %v"", x, x)\xa0\xa0fmt.Printf(""Type: %T, value: %v"", \n    y, y)\n    }\n  ', '\n        package main\n        import (""fmt"")\n    func main() {\n    \xa0\xa0var x uint = 500\xa0 var y uint = 4500\n    \xa0\xa0fmt.Printf(""Type: %T, value: %v"", x, x)\xa0\xa0fmt.Printf(""Type: %T, value: %v"", \n        y, y)\n    }\n        \n', '\n      package main\n      import (""fmt"")\nfunc main() {\n      \xa0 var x int8 = 1000\n      \xa0 fmt.Printf(""Type: %T, value: %v"", x, x)\n      }\n    ']","['Type|||Size|||Range&&& int|||Depends on platform:32 bits in 32 bit systems and64 bit in |||        64 bit systems|||-2147483648 to 2147483647 in 32 bit systems and|||        -9223372036854775808 to 9223372036854775807 in 64 bit systems&&& int8|||8 bits/1 byte|||-128 to 127&&& int16|||16 bits/2 byte|||-32768 to 32767&&& int32|||32 bits/4 byte|||-2147483648 to 2147483647&&& int64|||64 bits/8 byte|||-9223372036854775808 to 9223372036854775807', 'Type|||Size|||Range&&& uint|||Depends on platform:32 bits in 32 bit |||        systems and64 bit in 64 bit systems|||0 to 4294967295 in 32 bit systems and0 to 18446744073709551615 |||        in 64 bit systems&&& uint8|||8 bits/1 byte|||0 to 255&&& uint16|||16 bits/2 byte|||0 to 65535&&& uint32|||32 bits/4 byte|||0 to 4294967295&&& uint64|||64 bits/8 byte|||0 to 18446744073709551615']",['Signed integers - can store both positive and negative values|||Unsigned integers - can only store non-negative values|||']
17,['Go Float Data Types'],"['Go Float Data Types', 'The float32 Keyword', 'The float64 Keyword', 'Which Float Type to Use?']","['Example', 'Example', 'Example']","['https://www.w3schools.com/go/go_integer_data_type.php', 'https://www.w3schools.com/go/go_string_data_type.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_float1', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_float2', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_float3', 'https://www.w3schools.com/go/go_integer_data_type.php', 'https://www.w3schools.com/go/go_string_data_type.php']",[],"['The float data type has two keywords:', 'This example shows how to declare some variables of type  float32:', 'The float64 data type can store a larger set of numbers than float32.', 'This example shows how to declare a variable of type float64:', 'The type of float to choose, depends on the value the variable has to store.']","['Tip: The default type for float is float64. If you do not specify a type, the type will be float64.', 'This example will result in an error because 3.4e+39 is out of range for float32:']","['The float data types are used to store positive and negative numbers with a decimal point, like 35.3, -2.34, or 3597.34987.']","['\n    package main\n    import (""fmt"")\nfunc main() {\n    \xa0\xa0var x float32 = 123.78\xa0\xa0var \n    y float32 = 3.4e+38\xa0 fmt.Printf(""Type: %T, value: %v\\n"", x, x)\xa0 fmt.Printf(""Type: %T, value: %v"", \n    y, y)\n     }\n  ', '\n    package main\n    import (""fmt"")\nfunc main() {\n    \xa0\xa0var x float64 = 1.7e+308\n    \xa0\xa0fmt.Printf(""Type: %T, value: %v"", x, x)\n    }\n  ', '\n    package main\n    import (""fmt"")\nfunc main() {\n    \xa0\xa0var x float32= 3.4e+39\n    \xa0\xa0fmt.Println(x)\n    }\n  ']",['Type|||Size|||Range&&&float32|||32 bits|||-3.4e+38 to 3.4e+38.&&&float64|||64 bits|||-1.7e+308 to +1.7e+308.'],[]
18,['Go String Data Type'],['String Data Type'],['Example'],"['https://www.w3schools.com/go/go_float_data_type.php', 'https://www.w3schools.com/go/go_arrays.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_data_types_string1', 'https://www.w3schools.com/go/go_float_data_type.php', 'https://www.w3schools.com/go/go_arrays.php']",[],[],[],['The string data type is used to store a sequence of characters (text). String values must be surrounded by double quotes:'],"['\n    package main\n    import (""fmt"")\nfunc main() {\n    \xa0\xa0var txt1 string = ""Hello!""\n    \xa0\xa0var txt2 string\n    \xa0\xa0txt3 := ""World 1""\n\n    \xa0\xa0fmt.Printf(""Type: %T, value: %\\n"", txt1, txt1)\n    \xa0\xa0fmt.Printf(""Type: %T, value: %v\\n"", txt2, txt2)\n    \xa0\xa0fmt.Printf(""Type: %T, value: %v\\n"", txt3, txt3)\n    }\n  ']",[],[]
19,['Go Arrays'],"['Go Arrays', 'Declare an Array', 'Array Examples', 'Access Elements of an Array', 'Change Elements of an Array', 'Array Initialization', 'Initialize Only Specific Elements', 'Find the Length of an Array', 'Go Exercises', 'Test Yourself With Exercises', 'Exercise:']","['Syntax', 'Syntax', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/go/go_string_data_type.php', 'https://www.w3schools.com/go/go_slices.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays1', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays2', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays_string', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays3', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays4', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays5', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays6', 'https://www.w3schools.com/go/trygo.php?filename=demo_arrays7', 'https://www.w3schools.com/go/exercise.php?filename=exercise_arrays1', 'https://www.w3schools.com/go/go_string_data_type.php', 'https://www.w3schools.com/go/go_slices.php']",[],"['In Go, there are two ways to declare an array:', 'This example declares two arrays (arr1 and arr2) with defined lengths:', 'This example declares two arrays (arr1 and arr2) with inferred lengths:', 'This example declares an array of strings:', 'You can access a specific array element by referring to the index number.', ' Tip: The default value for int is 0, and the default value for string is """".', 'It is possible to initialize only specific elements in an array.', 'This example initializes only the second and third elements of the array:\xa0', '\xa0The array above has 5 elements.', 'The len() function is used to find the length of an array:', 'Create an array, named cars, of type string:', 'Start the Exercise']","['In Go, array indexes start at 0. That means that [0] is the first element, [1] is the second element, etc.', 'This example shows how to access the first and third elements in the   prices array:', 'You can also change the value of a specific array element by referring to the index number.', 'This example shows how to change the value of the third element in the   prices array:\xa0', ' If an array or one of its elements has not been initialized in the code, it is assigned the default value of its type.']","['Arrays are used to store multiple values of the same type in a single variable, instead of declaring separate variables for each value.', 'Note: The length specifies the number of elements   to store in the array. In Go, arrays have a fixed length. The length of the   array is either defined by a number or is inferred (means that the compiler decides the length of the array, based on the number of  values).']","['\n      var array_name =  [length]datatype{values} // here length is defined\nor\n      var array_name = [...]datatype{values} // here length is inferred', '\narray_name := [length]datatype{values}\xa0// here length \n        is definedor array_name := [...]datatype{values} // \n        here length is inferred', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0var arr1 =  [3]int{1,2,3}\n    \xa0\xa0arr2 := [5]int{4,5,6,7,8}\n\n    \xa0\xa0fmt.Println(arr1)\n    \xa0\xa0fmt.Println(arr2)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0var arr1 = [...]int{1,2,3}\n    \xa0\xa0arr2 := [...]int{4,5,6,7,8}\n\n    \xa0\xa0fmt.Println(arr1)\n    \xa0\xa0fmt.Println(arr2)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 var cars = [4]string{""Volvo"", ""BMW"", ""Ford"", ""Mazda""}\xa0 \n    fmt.Print(cars)}\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0prices := [3]int{10,20,30}\n\n    \xa0\xa0fmt.Println(prices[0])\n    \xa0\xa0fmt.Println(prices[2])\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0prices := [3]int{10,20,30}\n\n    \xa0\xa0prices[2] = 50\n    \xa0\xa0fmt.Println(prices)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0arr1 := [5]int{} //not initialized\n    \xa0\xa0arr2 := [5]int{1,2} //partially initialized\n    \xa0\xa0arr3 := [5]int{1,2,3,4,5} //fully initialized\n\n    \xa0\xa0fmt.Println(arr1)\n    \xa0\xa0fmt.Println(arr2)\n    \xa0\xa0fmt.Println(arr3)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0arr1 := [5]int{1:10,2:40}\n\n    \xa0\xa0fmt.Println(arr1)\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0arr1 := [4]string{""Volvo"", ""BMW"", ""Ford"", ""Mazda""}\n    \xa0\xa0arr2 := [...]int{1,2,3,4,5,6}\n\n    \xa0\xa0fmt.Println(len(arr1))\n    \xa0\xa0fmt.Println(len(arr2))\n    }\n  ']",[],['1:10 means: assign |||10 to array index 1 (second element).|||2:40 means: assign 40 to |||array index |||2 (third element).|||']
