,main_headings,main_contents,links,image_urls,video_urls,sub_headings_h2,sub_headings_h3,sub_headings_h4,facts,definitions,explanations,codes,outputs,table_data,list_items
64,['C Strings'],"[""The string can be defined as the one-dimensional array of characters terminated by a null ('\\0'). The character array or the string is used to manipulate text such as word or sentences. Each character in the array occupies one byte of memory, and the last character must always be 0. The termination character ('\\0') is important in a string since it is the only way to identify where the string ends. When we define a string as char s[10], the character s[10] is implicitly initialized with the null in the memory. ""]","['https://www.javatpoint.com/c-gets-puts', 'https://www.javatpoint.com/dynamic-memory-allocation-in-c', 'https://www.javatpoint.com/c-gets-puts', 'https://www.javatpoint.com/dynamic-memory-allocation-in-c', 'https://www.javatpoint.com/c-gets-puts']","['https://static.javatpoint.com/cpages/images/c-array.png', 'https://static.javatpoint.com/cpages/images/pointer-to-string.png']",[],"['String Example in C', 'Traversing String', 'Accepting string as the input', 'Pointers with strings']","['Difference between char array and string literal', 'Using the length of string', 'Using the null character', 'Some important points']",[],"['There are two ways to declare a string in c language.', ""Let's see the example of declaring string by char array in C language."", 'As we know, array index starts from 0, so it will be represented as in the figure given below.', 'While declaring string, size is not mandatory. So we can write the above code as given below:', 'We can also define the string by the string literal in C language. For example:', ""In such case, '\\0' will be appended at the end of the string by the compiler."", ""Let's see a simple example where a string is declared and being printed. The '%s' is used as a format specifier for the string in c language."", 'Hence, there are two ways to traverse a string.', ""Let's discuss each one of them."", ""Let's see an example of counting the number of vowels in a string."", ""Let's see the same example of counting the number of vowels by using the null character."", 'However, there are the following points which must be noticed while entering the strings by using scanf.']","['Till now, we have used scanf to accept the input from the user. However, it can also be used in the case of strings but with a different scenario. Consider the below code which stores the string while space is encountered.', 'Once a string is defined, it cannot be reassigned to another set of characters. However, using pointers, we can assign the set of characters to the string. Consider the following example.']","['There are two main differences between char array and literal.\n\nWe need to add the null character \'\\0\' at the end of the array by ourself whereas, it is appended internally by the compiler in the case of the character array.\nThe string literal cannot be reassigned to another set of characters whereas, we can reassign the characters of the array.\n\nString Example in C\nLet\'s see a simple example where a string is declared and being printed. The \'%s\' is used as a format specifier for the string in c language.\n\n#include\n#include   \nint main(){  \n  char ch[11]={\'j\', \'a\', \'v\', \'a\', \'t\', \'p\', \'o\', \'i\', \'n\', \'t\', \'\\0\'};  \n   char ch2[11]=""javatpoint"";  \n  \n   printf(""Char Array Value is: %s\\n"", ch);  \n   printf(""String Literal Value is: %s\\n"", ch2);  \n return 0;  \n}  \n\nOutput\nChar Array Value is: javatpoint\nString Literal Value is: javatpoint\n\nTraversing String\nTraversing the string is one of the most important aspects in any of the programming languages. We may need to manipulate a very large text which can be done by traversing the text. Traversing string is somewhat different from the traversing an integer array. We need to know the length of the array to traverse an integer array, whereas we may use the null character in the case of string to identify the end the string and terminate the loop.\nHence, there are two ways to traverse a string.\n\nBy using the length of string\nBy using the null character.\n\nLet\'s discuss each one of them.\nUsing the length of string\nLet\'s see an example of counting the number of vowels in a string.\n\n#include<stdio.h>\nvoid main ()\n{\n\tchar s[11] = ""javatpoint"";\n\tint i = 0; \n\tint count = 0;\n\twhile(i<11)\n\t{\n\t\tif(s[i]==\'a\' || s[i] == \'e\' || s[i] == \'i\' || s[i] == \'u\' || s[i] == \'o\')\n\t\t{\n\t\t\tcount ++;\n\t\t}\n\t\ti++;\n\t}\n\tprintf(""The number of vowels %d"",count);\n}\n\nOutput\nThe number of vowels 4 \n\nUsing the null character\nLet\'s see the same example of counting the number of vowels by using the null character.\n\n#include<stdio.h>\nvoid main ()\n{\n\tchar s[11] = ""javatpoint"";\n\tint i = 0; \n\tint count = 0;\n\twhile(s[i] != NULL)\n\t{\n\t\tif(s[i]==\'a\' || s[i] == \'e\' || s[i] == \'i\' || s[i] == \'u\' || s[i] == \'o\')\n\t\t{\n\t\t\tcount ++;\n\t\t}\n\t\ti++;\n\t}\n\tprintf(""The number of vowels %d"",count);\n}\n\nOutput\nThe number of vowels 4 \n\nAccepting string as the input\nTill now, we have used scanf to accept the input from the user. However, it can also be used in the case of strings but with a different scenario. Consider the below code which stores the string while space is encountered.\n\n#include<stdio.h>\nvoid main ()\n{\n\tchar s[20];\n\tprintf(""Enter the string?"");\n\tscanf(""%s"",s);\n\tprintf(""You entered %s"",s);\n}\n\nOutput\nEnter the string?javatpoint is the best                                                                 \nYou entered javatpoint\n\nIt is clear from the output that, the above code will not work for space separated strings. To make this code working for the space separated strings, the minor changed required in the scanf function, i.e., instead of writing scanf(""%s"",s), we must write: scanf(""%[^\\n]s"",s) which instructs the compiler to store the string s while the new line (\\n) is encountered. Let\'s consider the following example to store the space-separated strings.\n\n#include\nvoid main ()\n{\n\tchar s[20];\n\tprintf(""Enter the string?"");\n\tscanf(""%[^\\n]s"",s);\n\tprintf(""You entered %s"",s);\n}\n\nOutput\nEnter the string?javatpoint is the best\nYou entered javatpoint is the best\n\nHere we must also notice that we do not need to use address of (&) operator in scanf to store a string since string s is an array of characters and the name of the array, i.e., s indicates the base address of the string (character array) therefore we need not use & with it.\nSome important points\nHowever, there are the following points which must be noticed while entering the strings by using scanf.\n\nThe compiler doesn\'t perform bounds checking on the character array. Hence, there can be a case where the length of the string can exceed the dimension of the character array which may always overwrite some important data.\nInstead of using scanf, we may use gets() which is an inbuilt function defined in a header file string.h. The gets() is capable of receiving only one string at a time.\n\nPointers with strings\nWe have used pointers with the array, functions, and primitive data types so far. However, pointers can be used to point to the strings. There are various advantages of using pointers to point strings. Let us consider the following example to access the string via the pointer.\n\n#include<stdio.h>\nvoid main ()\n{\n\tchar s[11] = ""javatpoint"";\n\tchar *p = s; // pointer p is pointing to string s. \n\tprintf(""%s"",p); // the string javatpoint is printed if we print p.\n}\n\nOutput\njavatpoint\n\n\nAs we know that string is an array of characters, the pointers can be used in the same way they were used with arrays. In the above example, p is declared as a pointer to the array of characters s. P affects similar to s since s is the base address of the string and treated as a pointer internally. However, we can not change the content of s or copy the content of s into another string directly. For this purpose, we need to use the pointers to store the strings. In the following example, we have shown the use of pointers to copy the content of a string into another.\n\n#include<stdio.h>\nvoid main ()\n{\n\tchar *p = ""hello javatpoint"";\n\tprintf(""String p: %s\\n"",p);\n\tchar *q;\n\tprintf(""copying the content of p into q...\\n"");\n\tq = p;\n\tprintf(""String q: %s\\n"",q);\n}\n\nOutput\nString p: hello javatpoint \ncopying the content of p into q... \nString q: hello javatpoint \n\nOnce a string is defined, it cannot be reassigned to another set of characters. However, using pointers, we can assign the set of characters to the string. Consider the following example.\n\n#include<stdio.h>\nvoid main ()\n{\n\tchar *p = ""hello javatpoint"";\n\tprintf(""Before assigning: %s\\n"",p);\n\tp = ""hello"";\n\tprintf(""After assigning: %s\\n"",p);\n}\n\nOutput\nBefore assigning: hello javatpoint  \nAfter assigning: hello\n\n\n\nNext TopicC gets() and puts()\n\n\n\n← prev\nnext →\n\n', 'Traversing the string is one of the most important aspects in any of the programming languages. We may need to manipulate a very large text which can be done by traversing the text. Traversing string is somewhat different from the traversing an integer array. We need to know the length of the array to traverse an integer array, whereas we may use the null character in the case of string to identify the end the string and terminate the loop.', 'It is clear from the output that, the above code will not work for space separated strings. To make this code working for the space separated strings, the minor changed required in the scanf function, i.e., instead of writing scanf(""%s"",s), we must write: scanf(""%[^\\n]s"",s) which instructs the compiler to store the string s while the new line (\\n) is encountered. Let\'s consider the following example to store the space-separated strings.', 'Here we must also notice that we do not need to use address of (&) operator in scanf to store a string since string s is an array of characters and the name of the array, i.e., s indicates the base address of the string (character array) therefore we need not use & with it.', 'We have used pointers with the array, functions, and primitive data types so far. However, pointers can be used to point to the strings. There are various advantages of using pointers to point strings. Let us consider the following example to access the string via the pointer.', 'As we know that string is an array of characters, the pointers can be used in the same way they were used with arrays. In the above example, p is declared as a pointer to the array of characters s. P affects similar to s since s is the base address of the string and treated as a pointer internally. However, we can not change the content of s or copy the content of s into another string directly. For this purpose, we need to use the pointers to store the strings. In the following example, we have shown the use of pointers to copy the content of a string into another.']","[""char ch[10]={'j', 'a', 'v', 'a', 't', 'p', 'o', 'i', 'n', 't', '\\0'};"", ""char ch[]={'j', 'a', 'v', 'a', 't', 'p', 'o', 'i', 'n', 't', '\\0'};"", 'char ch[]=""javatpoint"";', '#include', '#include', 'int main(){', ""char ch[11]={'j', 'a', 'v', 'a', 't', 'p', 'o', 'i', 'n', 't', '\\0'};"", 'char ch2[11]=""javatpoint"";', 'printf(""Char Array Value is: %s\\n"", ch);', 'printf(""String Literal Value is: %s\\n"", ch2);', 'return 0;', '#include<stdio.h>', 'void main ()', 'char s[11] = ""javatpoint"";', 'int i = 0;', 'int count = 0;', 'while(i<11)', ""if(s[i]=='a' || s[i] == 'e' || s[i] == 'i' || s[i] == 'u' || s[i] == 'o')"", 'count ++;', 'printf(""The number of vowels %d"",count);', '#include<stdio.h>', 'void main ()', 'char s[11] = ""javatpoint"";', 'int i = 0;', 'int count = 0;', 'while(s[i] != NULL)', ""if(s[i]=='a' || s[i] == 'e' || s[i] == 'i' || s[i] == 'u' || s[i] == 'o')"", 'count ++;', 'printf(""The number of vowels %d"",count);', '#include<stdio.h>', 'void main ()', 'char s[20];', 'printf(""Enter the string?"");', 'scanf(""%s"",s);', 'printf(""You entered %s"",s);', '#include', 'void main ()', 'char s[20];', 'printf(""Enter the string?"");', 'scanf(""%[^\\n]s"",s);', 'printf(""You entered %s"",s);', '#include<stdio.h>', 'void main ()', 'char s[11] = ""javatpoint"";', 'char *p = s; // pointer p is pointing to string s.', 'printf(""%s"",p); // the string javatpoint is printed if we print p.', '#include<stdio.h>', 'void main ()', 'char *p = ""hello javatpoint"";', 'printf(""String p: %s\\n"",p);', 'char *q;', 'printf(""copying the content of p into q...\\n"");', 'printf(""String q: %s\\n"",q);', '#include<stdio.h>', 'void main ()', 'char *p = ""hello javatpoint"";', 'printf(""Before assigning: %s\\n"",p);', 'p = ""hello"";', 'printf(""After assigning: %s\\n"",p);']","['Char Array Value is: javatpoint\nString Literal Value is: javatpoint', 'The number of vowels 4', 'The number of vowels 4', 'Enter the string?javatpoint is the best                                                                 \nYou entered javatpoint', 'Enter the string?javatpoint is the best\nYou entered javatpoint is the best', 'javatpoint', 'String p: hello javatpoint \ncopying the content of p into q... \nString q: hello javatpoint', 'Before assigning: hello javatpoint  \nAfter assigning: hello']",[],"[""|||We need to add the null character '\\0' at the end of the array by ourself whereas, it is appended internally by the compiler in the case of the character array.|||The string literal cannot be reassigned to another set of characters whereas, we can reassign the characters of the array.||||||By using the length of string|||By using the null character.||||||The compiler doesn't perform bounds checking on the character array. Hence, there can be a case where the length of the string can exceed the dimension of the character array which may always overwrite some important data.|||Instead of using scanf, we may use gets() which is an inbuilt function defined in a header file string.h. The gets() is capable of receiving only one string at a time.|||&&&|||By char array|||By string literal|||""]"
65,['C gets() and puts() functions'],['The gets() and puts() are declared in the header file stdio.h. Both the functions are involved in the input/output operations of the strings.'],"['https://www.javatpoint.com/c-string-functions', 'https://www.javatpoint.com/c-strings', 'https://www.javatpoint.com/c-string-functions', 'https://www.javatpoint.com/c-strings', 'https://www.javatpoint.com/c-string-functions']",[],[],"['C gets() function', 'C puts() function']",[],"['Reading string using gets()', 'Output', 'Output', 'Output:']","['Declaration', 'Declaration', ""Let's see an example to read a string using gets() and print it on the console using puts().""]",[],"['The gets() function enables the user to enter some characters followed by the enter key. All the characters entered by the user get stored in a character array. The null character is added to the array to make it a string. The gets() allows the user to enter the space-separated strings. It returns the string entered by the user.', ""The gets() function is risky to use since it doesn't perform any array bound checking and keep reading the characters until the new line (enter) is encountered. It suffers from buffer overflow, which can be avoided by using fgets(). The fgets() makes sure that not more than the maximum limit of characters are read. Consider the following example."", 'The puts() function is very much similar to printf() function. The puts() function is used to print the string on the console which is previously read by using gets() or scanf() function. The puts() function returns an integer value representing the number of characters being printed on the console. Since, it prints an additional newline character with the string, which moves the cursor to the new line on the console, the integer value returned by puts() will always be equal to the number of characters present in the string plus 1.']","['char[] gets(char[]);', '#include', 'void main ()', 'char s[30];', 'printf(""Enter the string? "");', 'gets(s);', 'printf(""You entered %s"",s);', '#include', 'void main()', 'char str[20];', 'printf(""Enter the string? "");', 'fgets(str, 20, stdin);', 'printf(""%s"", str);', 'int puts(char[])', '#include', '#include', 'int main(){', 'char name[50];', 'printf(""Enter your name: "");', 'gets(name); //reads string from user', 'printf(""Your name is: "");', 'puts(name);  //displays string', 'return 0;']","['Enter the string? \njavatpoint is the best\nYou entered javatpoint is the best', 'Enter the string? javatpoint is the best website\njavatpoint is the b', 'Enter your name: Sonoo Jaiswal\nYour name is: Sonoo Jaiswal']",[],[]
66,['C String Functions'],"['There are many important string functions defined in ""string.h"" library.']","['https://www.javatpoint.com/c-strlen', 'https://www.javatpoint.com/c-gets-puts', 'https://www.javatpoint.com/c-strlen', 'https://www.javatpoint.com/c-strcpy', 'https://www.javatpoint.com/c-strcat', 'https://www.javatpoint.com/c-strcmp', 'https://www.javatpoint.com/c-strrev', 'https://www.javatpoint.com/c-strlwr', 'https://www.javatpoint.com/c-strupr', 'https://www.javatpoint.com/c-strlen', 'https://www.javatpoint.com/c-gets-puts', 'https://www.javatpoint.com/c-strlen']",[],[],[],[],[],[],[],[],[],[],"['o.FunctionDescriptio&&&)strlen(string_name)returns the length of string name&&&)strcpy(destination, source)copies the contents of source string to destination string&&&)strcat(first_string, second_string)concats or joins first string with second string. The result of the string is stored in first string&&&)strcmp(first_string, second_string)compares the first string with second string. If both strings are same, it returns 0&&&)strrev(string)returns reverse string&&&)strlwr(string)returns string characters in lowercase&&&)strupr(string)returns string characters in uppercase']",[]
67,['C String Length: strlen() function'],"[""The strlen() function returns the length of the given string. It doesn't count null character '\\0'.""]","['https://www.javatpoint.com/c-strcpy', 'https://www.javatpoint.com/c-string-functions', 'https://www.javatpoint.com/c-strcpy', 'https://www.javatpoint.com/c-string-functions', 'https://www.javatpoint.com/c-strcpy']",[],[],[],[],[],[],[],[],"['#include', '#include', 'int main(){', ""char ch[20]={'j', 'a', 'v', 'a', 't', 'p', 'o', 'i', 'n', 't', '\\0'};"", 'printf(""Length of string is: %d"",strlen(ch));', 'return 0;']",['Length of string is: 10'],[],[]
68,['C Copy String: strcpy()'],"['The strcpy(destination, source) function copies the source string in destination.']","['https://www.javatpoint.com/c-strcat', 'https://www.javatpoint.com/c-strlen', 'https://www.javatpoint.com/c-strcat', 'https://www.javatpoint.com/c-strlen', 'https://www.javatpoint.com/c-strcat']",[],[],[],[],[],[],[],[],"['#include', '#include', 'int main(){', ""char ch[20]={'j', 'a', 'v', 'a', 't', 'p', 'o', 'i', 'n', 't', '\\0'};"", 'char ch2[20];', 'strcpy(ch2,ch);', 'printf(""Value of second string is: %s"",ch2);', 'return 0;']",['Value of second string is: javatpoint'],[],[]
69,['C String Concatenation: strcat()'],"['The strcat(first_string, second_string) function concatenates two strings and result is returned to first_string.']","['https://www.javatpoint.com/c-strcmp', 'https://www.javatpoint.com/c-strcpy', 'https://www.javatpoint.com/c-strcmp', 'https://www.javatpoint.com/c-strcpy', 'https://www.javatpoint.com/c-strcmp']",[],[],[],[],[],[],[],[],"['#include', '#include', 'int main(){', ""char ch[10]={'h', 'e', 'l', 'l', 'o', '\\0'};"", ""char ch2[10]={'c', '\\0'};"", 'strcat(ch,ch2);', 'printf(""Value of first string is: %s"",ch);', 'return 0;']",['Value of first string is: helloc'],[],[]
70,['C Compare String: strcmp()'],"['The strcmp(first_string, second_string) function compares two string and returns 0 if both strings are equal.']","['https://www.javatpoint.com/c-strrev', 'https://www.javatpoint.com/c-strcat', 'https://www.javatpoint.com/c-strrev', 'https://www.javatpoint.com/c-strcat', 'https://www.javatpoint.com/c-strrev']",[],[],[],[],[],"['Here, we are using gets() function which reads string from the console.']",[],[],"['#include', '#include', 'int main(){', 'char str1[20],str2[20];', 'printf(""Enter 1st string: "");', 'gets(str1);//reads string from console', 'printf(""Enter 2nd string: "");', 'gets(str2);', 'if(strcmp(str1,str2)==0)', 'printf(""Strings are equal"");', 'else', 'printf(""Strings are not equal"");', 'return 0;']",['Enter 1st string: hello\nEnter 2nd string: hello\nStrings are equal'],[],[]
71,['C Reverse String: strrev()'],"[""The strrev(string) function returns reverse of the given string. Let's see a simple example of strrev() function.""]","['https://www.javatpoint.com/c-strlwr', 'https://www.javatpoint.com/c-strcmp', 'https://www.javatpoint.com/c-strlwr', 'https://www.javatpoint.com/c-strcmp', 'https://www.javatpoint.com/c-strlwr']",[],[],[],[],[],[],[],[],"['#include', '#include', 'int main(){', 'char str[20];', 'printf(""Enter string: "");', 'gets(str);//reads string from console', 'printf(""String is: %s"",str);', 'printf(""\\nReverse String is: %s"",strrev(str));', 'return 0;']",['Enter string: javatpoint\nString is: javatpoint\nReverse String is: tnioptavaj'],[],[]
72,['C String Lowercase: strlwr()'],"[""The strlwr(string) function returns string characters in lowercase. Let's see a simple example of strlwr() function.""]","['https://www.javatpoint.com/c-strupr', 'https://www.javatpoint.com/c-strrev', 'https://www.javatpoint.com/c-strupr', 'https://www.javatpoint.com/c-strrev', 'https://www.javatpoint.com/c-strupr']",[],[],[],[],[],[],[],[],"['#include', '#include', 'int main(){', 'char str[20];', 'printf(""Enter string: "");', 'gets(str);//reads string from console', 'printf(""String is: %s"",str);', 'printf(""\\nLower String is: %s"",strlwr(str));', 'return 0;']",['Enter string: JAVATpoint\nString is: JAVATpoint\nLower String is: javatpoint'],[],[]
73,['C String Uppercase: strupr()'],"[""The strupr(string) function returns string characters in uppercase. Let's see a simple example of strupr() function.""]","['https://www.javatpoint.com/c-strstr', 'https://www.javatpoint.com/c-strlwr', 'https://www.javatpoint.com/c-strstr', 'https://www.javatpoint.com/c-strlwr', 'https://www.javatpoint.com/c-strstr']",[],[],[],[],[],[],[],[],"['#include', '#include', 'int main(){', 'char str[20];', 'printf(""Enter string: "");', 'gets(str);//reads string from console', 'printf(""String is: %s"",str);', 'printf(""\\nUpper String is: %s"",strupr(str));', 'return 0;']",['Enter string: javatpoint\nString is: javatpoint\nUpper String is: JAVATPOINT'],[],[]
74,['C String strstr()'],['The strstr() function returns pointer to the first occurrence of the matched string in the given string. It is used to return substring from first match till the last character.'],"['https://www.javatpoint.com/c-math', 'https://www.javatpoint.com/c-strupr', 'https://www.javatpoint.com/c-math', 'https://www.javatpoint.com/c-strupr', 'https://www.javatpoint.com/c-math']",[],[],['String strstr() parameters'],[],[],"['string: It represents the full string from where substring will be searched.', 'match: It represents the substring to be searched in the full string.']",[],[],"['char *strstr(const char *string, const char *match)', '#include', '#include', 'int main(){', 'char str[100]=""this is javatpoint with c and java"";', 'char *sub;', 'sub=strstr(str,""java"");', 'printf(""\\nSubstring is: %s"",sub);', 'return 0;']",['javatpoint with c and java'],[],[]
75,['C String Test 1'],['The correct option is (b).'],"['https://www.javatpoint.com/c-string-2', 'https://www.javatpoint.com/c-pointers-4', 'https://www.javatpoint.com/c-pointers-4', 'https://www.javatpoint.com/c-string-2']",[],[],[],[],[],"['Explanation:', 'The function gets() is used for collecting a string of characters terminated by new line from the standard input stream stdin.', 'Therefore gets() is more appropriate for reading a multi-word string.', 'The correct option is (c).', 'Explanation:', 'The function ultoa() is used for converting an unsigned long integer to a string.', 'The correct option is (c).', 'Explanation:', 'C library function strcmp() compares the two strings with each other and the value is return accordingly.', 'Comparison occurs between a first string (str1) with a second string (str2).', 'On comparing the two string, the values return by a function strcmp() are:', 'The correct option is (a).', 'Explanation:', 'The correct option is (c).', 'Explanation:', 'Step 1: char a[] = ""%d\\n""; The variable \'a\' is declared as an array of characters and initialized with string ""%d"".', 'Step 2: a[1] = \'b\'; Here, we overwrite the second element of array ?a? by \'b\'. Hence the array ?a? becomes ""%c"".', 'Step 3: printf(a, 65); becomes printf(""%c"", 65);', ""Therefore it will print the ASCII value of 65. Hence the output is 'A'.""]",[],"['The strcmp() is a built-in function available in ""string.h"" header file. It is used for comparing the two strings. It returns 0 if both are same strings. It returns positive value greater than 0 if first string is greater than second string, otherwise it returns negative value.']","['int strcmp (const char *str1, const char *str2)', '#include', 'int main()', 'char a[] = ""%d\\n"";', ""a[1] = 'b';"", 'printf(a, 65);', 'return 0;']",[],[],"['|||If, str1 is equal to str2 then Return value = 0|||If, str1 is greater than str2 then Return value > 0|||If, str1 is less than str2 then Return value < 0|||']"
76,['C Math'],"['C Programming allows us to perform mathematical operations through the functions defined in <math.h> header file. The <math.h> header file contains various methods for performing mathematical operations such as sqrt(), pow(), ceil(), floor() etc.']","['https://www.javatpoint.com/structure-in-c', 'https://www.javatpoint.com/c-strstr', 'https://www.javatpoint.com/structure-in-c', 'https://www.javatpoint.com/c-strstr', 'https://www.javatpoint.com/structure-in-c']",[],[],['C Math Functions'],['C Math Example'],[],"['There are various methods in math.h header file. The commonly used functions of math.h header file are given below.', ""Let's see a simple example of math functions found in math.h header file.""]",[],[],"['#include', '#include', 'int main(){', 'printf(""\\n%f"",ceil(3.6));', 'printf(""\\n%f"",ceil(3.3));', 'printf(""\\n%f"",floor(3.6));', 'printf(""\\n%f"",floor(3.2));', 'printf(""\\n%f"",sqrt(16));', 'printf(""\\n%f"",sqrt(7));', 'printf(""\\n%f"",pow(2,4));', 'printf(""\\n%f"",pow(3,3));', 'printf(""\\n%d"",abs(-12));', 'return 0;']",['4.000000\n4.000000\n3.000000\n3.000000\n4.000000\n2.645751\n16.000000\n27.000000\n12'],"['o.FunctionDescriptio&&&)ceil(number)rounds up the given number. It returns the integer value which is greater than or equal to given number&&&)floor(number)rounds down the given number. It returns the integer value which is less than or equal to given number&&&)sqrt(number)returns the square root of given number&&&)pow(base, exponent)returns the power of given number&&&)abs(number)returns the absolute value of given number']",[]
77,['C Structure'],"['In C, there are cases where we need to store multiple attributes of an entity. It is not necessary that an entity has all the information of one type only. It can have different attributes of different data types. For example, an entity Student may have its name (string), roll number (int), marks (float). To store such type of information regarding an entity student, we have the following approaches:']","['https://www.javatpoint.com/typedef-in-c', 'https://www.javatpoint.com/c-math', 'https://www.javatpoint.com/https://www.javatpoint.com/cpp-tutorial', 'https://www.javatpoint.com/https://www.javatpoint.com/java-tutorial', 'https://www.javatpoint.com/https://www.javatpoint.com/c-programming-language-tutorial', 'https://www.javatpoint.com/typedef-in-c', 'https://www.javatpoint.com/c-math', 'https://www.javatpoint.com/typedef-in-c']","['https://static.javatpoint.com/cpages/images/structure_memory_allocation.png', 'https://static.javatpoint.com/cpages/images/structure-in-c.png']",[],"['Why use structure?', 'What is Structure', 'Declaring structure variable', 'Accessing members of the structure']","['Which approach is good', 'C Structure example']",[],"[""Let's look at the first approach in detail."", ""The ,struct keyword is used to define the structure. Let's see the syntax to define the structure in c."", ""Let's see the example to define a structure for an entity employee in c."", 'The following image shows the memory allocation of the structure employee that is defined in the above example.', ""Let's see the example to declare the structure variable by struct keyword. It should be declared within the main function."", 'Now write given code inside the main() function.', ""Let's see another way to declare variable at the time of defining the structure."", 'If number of variables are not fixed, use the 1st approach. It provides you the flexibility to declare the structure variable many times.', 'If no. of variables are fixed, use 2nd approach. It saves your code to declare a variable in main() function.', 'There are two ways to access structure members:', ""Let's see the code to access the id member of p1 variable by. (member) operator."", ""Let's see a simple example of structure in C language."", ""Let's see another example of the structure in C language to store many employees information.""]","['Structure in c is a user-defined data type that enables us to store the collection of different data types. Each element of a structure is called a member. Structures ca; simulate the use of classes and templates as it can store various information ', ""Here, struct is the keyword; employee is the name of the structure; id, name, and salary are the members or fields of the structure. Let's understand it by the diagram given below:"", 'We can declare a variable for the structure so that we can access the member of the structure easily. There are two ways to declare structure variable:', 'The variables e1 and e2 can be used to access the values stored in the structure. Here, e1 and e2 can be treated in the same way as the objects in C++ and Java.']","['The above program may fulfill our requirement of storing the information of an entity student. However, the program is very complex, and the complexity increase with the amount of the input. The elements of each of the array are stored contiguously, but all the arrays may not be stored contiguously in the memory. C provides you with an additional and simpler approach where you can use a special data structure, i.e., structure, in which, you can group all the information of different data type regarding an entity.']","['#include<stdio.h>', 'void main ()', 'char names[2][10],dummy; // 2-dimensioanal character array names is used to store the names of the students', 'int roll_numbers[2],i;', 'float marks[2];', 'for (i=0;i<3;i++)', 'printf(""Enter the name, roll number, and marks of the student %d"",i+1);', 'scanf(""%s %d %f"",&names[i],&roll_numbers[i],&marks[i]);', 'scanf(""%c"",&dummy); // enter will be stored into dummy character at each iteration', 'printf(""Printing the Student details ...\\n"");', 'for (i=0;i<3;i++)', 'printf(""%s %d %f\\n"",names[i],roll_numbers[i],marks[i]);', 'struct structure_name', 'data_type member1;', 'data_type member2;', 'data_type memeberN;', 'struct employee', '{   int id;', 'char name[20];', 'float salary;', 'struct employee', '{   int id;', 'char name[50];', 'float salary;', 'struct employee e1, e2;', 'struct employee', '{   int id;', 'char name[50];', 'float salary;', '#include', '#include', 'struct employee', '{   int id;', 'char name[50];', '}e1;  //declaring e1 variable for structure', 'int main( )', 'e1.id=101;', 'strcpy(e1.name, ""Sonoo Jaiswal"");//copying string into char array', 'printf( ""employee 1 id : %d\\n"", e1.id);', 'printf( ""employee 1 name : %s\\n"", e1.name);', 'return 0;', '#include', '#include', 'struct employee', '{   int id;', 'char name[50];', 'float salary;', '}e1,e2;  //declaring e1 and e2 variables for structure', 'int main( )', 'e1.id=101;', 'strcpy(e1.name, ""Sonoo Jaiswal"");//copying string into char array', 'e1.salary=56000;', 'e2.id=102;', 'strcpy(e2.name, ""James Bond"");', 'e2.salary=126000;', 'printf( ""employee 1 id : %d\\n"", e1.id);', 'printf( ""employee 1 name : %s\\n"", e1.name);', 'printf( ""employee 1 salary : %f\\n"", e1.salary);', 'printf( ""employee 2 id : %d\\n"", e2.id);', 'printf( ""employee 2 name : %s\\n"", e2.name);', 'printf( ""employee 2 salary : %f\\n"", e2.salary);', 'return 0;']","['Enter the name, roll number, and marks of the student 1Arun 90 91        \nEnter the name, roll number, and marks of the student 2Varun 91 56      \nEnter the name, roll number, and marks of the student 3Sham 89 69\n\nPrinting the Student details...\nArun 90 91.000000                                                                      \nVarun 91 56.000000  \nSham 89 69.000000', 'employee 1 id : 101\nemployee 1 name : Sonoo Jaiswal', 'employee 1 id : 101\nemployee 1 name : Sonoo Jaiswal\nemployee 1 salary : 56000.000000\nemployee 2 id : 102\nemployee 2 name : James Bond\nemployee 2 salary : 126000.000000']",[],"['|||Construct individual arrays for storing names, roll numbers, and marks. |||Use a special data structure to store the collection of different data types.|||&&&|||By struct keyword within main() function|||By declaring a variable at the time of defining the structure.||||||By . (member or dot operator)|||By -> (structure pointer operator)|||']"
